PGN,PG Label
129795.0,AIS Addressed Binary Message
129796.0,AIS Acknowledge
129797.0,AIS Binary Broadcast Message
129798.0,AIS SAR Aircraft Position Report
129799.0,Radio Frequency/Mode/Power
129800.0,AIS UTC/Date Inquiry
129801.0,AIS Addressed Safety Related Message
129802.0,AIS Safety Related Broadcast Message
129803.0,AIS Interrogation
129804.0,AIS Assignment Mode Command
129805.0,AIS Data Link Management Message
129806.0,AIS Channel Management
129807.0,AIS Class B Group Assignment
129808.0,DSC Call Information
129809.0,"AIS Class B ""CS"" Static Data Report, Part A"
129810.0,"AIS Class B ""CS"" Static Data Report, Part B"
130052.0,Loran-C TD Data
130053.0,Loran-C Range Data
130054.0,Loran-C Signal Data
130060.0,Label
130061.0,Channel Source Configuration
130064.0,Route and WP Service - Database List
130065.0,Route and WP Service - Route List
130066.0,Route and WP Service - Route/WP-List Attributes
130067.0,Route and WP Service - Route - WP Name & Position
130068.0,Route and WP Service - Route - WP Name
130069.0,Route and WP Service - XTE Limit & Navigation Method
130070.0,Route and WP Service - WP Comment
130071.0,Route and WP Service - Route Comment
130072.0,Route and WP Service - Database Comment
130073.0,Route and WP Service - Radius of Turn
130074.0,Route and WP Service - WP List - WP Name & Position
130306.0,Wind Data
130310.0,Environmental Parameters
130311.0,Environmental Parameters
130312.0,Temperature
130313.0,Humidity
130314.0,Actual Pressure
130315.0,Set Pressure
130316.0,Temperature- Extended Range
130320.0,Tide Station Data
130321.0,Salinity Station Data
130322.0,Current Station Data
130323.0,Meteorological Station Data
130324.0,Moored Buoy Station Data
130560.0,Payload Mass
130576.0,Small Craft Status
130577.0,Direction Data
130578.0,Vessel Speed Components
130816.0,Proprietary B - Page 1 (first entry)
130817.0,Proprietary B - Page 1
130818.0,Proprietary B - Page 1
130819.0,Proprietary B - Page 1
130820.0,Proprietary B - Page 1
130821.0,Proprietary B - Page 1
130822.0,Proprietary B - Page 1
130823.0,Proprietary B - Page 1
130824.0,Proprietary B - Page 1
130825.0,Proprietary B - Page 1
130826.0,Proprietary B - Page 1
130827.0,Proprietary B - Page 1
130828.0,Proprietary B - Page 1
130829.0,Proprietary B - Page 1
130830.0,Proprietary B - Page 1
130831.0,Proprietary B - Page 1
130832.0,Proprietary B - Page 1
130833.0,Proprietary B - Page 1
130834.0,Proprietary B - Page 1
130835.0,Proprietary B - Page 1
130836.0,Proprietary B - Page 1
130837.0,Proprietary B - Page 1
130838.0,Proprietary B - Page 1
130839.0,Proprietary B - Page 1
130840.0,Proprietary B - Page 1
130841.0,Proprietary B - Page 1
130842.0,Proprietary B - Page 1
130843.0,Proprietary B - Page 1
130844.0,Proprietary B - Page 1
130845.0,Proprietary B - Page 1
130846.0,Proprietary B - Page 1
130847.0,Proprietary B - Page 1
130848.0,Proprietary B - Page 1
130849.0,Proprietary B - Page 1
130850.0,Proprietary B - Page 1
130851.0,Proprietary B - Page 1
130852.0,Proprietary B - Page 1
130853.0,Proprietary B - Page 1
130854.0,Proprietary B - Page 1
130855.0,Proprietary B - Page 1
130856.0,Proprietary B - Page 1
130857.0,Proprietary B - Page 1
130858.0,Proprietary B - Page 1
130859.0,Proprietary B - Page 1
130860.0,Proprietary B - Page 1
130861.0,Proprietary B - Page 1
130862.0,Proprietary B - Page 1
130863.0,Proprietary B - Page 1
130864.0,Proprietary B - Page 1
130865.0,Proprietary B - Page 1
130866.0,Proprietary B - Page 1
130867.0,Proprietary B - Page 1
130868.0,Proprietary B - Page 1
130869.0,Proprietary B - Page 1
130870.0,Proprietary B - Page 1
130871.0,Proprietary B - Page 1
130872.0,Proprietary B - Page 1
130873.0,Proprietary B - Page 1
130874.0,Proprietary B - Page 1
130875.0,Proprietary B - Page 1
130876.0,Proprietary B - Page 1
130877.0,Proprietary B - Page 1
130878.0,Proprietary B - Page 1
130879.0,Proprietary B - Page 1
130880.0,Proprietary B - Page 1
130881.0,Proprietary B - Page 1
130882.0,Proprietary B - Page 1
130883.0,Proprietary B - Page 1
130884.0,Proprietary B - Page 1
130885.0,Proprietary B - Page 1
130886.0,Proprietary B - Page 1
130887.0,Proprietary B - Page 1
130888.0,Proprietary B - Page 1
130889.0,Proprietary B - Page 1
130890.0,Proprietary B - Page 1
130891.0,Proprietary B - Page 1
130892.0,Proprietary B - Page 1
130893.0,Proprietary B - Page 1
130894.0,Proprietary B - Page 1
130895.0,Proprietary B - Page 1
130896.0,Proprietary B - Page 1
130897.0,Proprietary B - Page 1
130898.0,Proprietary B - Page 1
130899.0,Proprietary B - Page 1
130900.0,Proprietary B - Page 1
130901.0,Proprietary B - Page 1
130902.0,Proprietary B - Page 1
130903.0,Proprietary B - Page 1
130904.0,Proprietary B - Page 1
130905.0,Proprietary B - Page 1
130906.0,Proprietary B - Page 1
130907.0,Proprietary B - Page 1
130908.0,Proprietary B - Page 1
130909.0,Proprietary B - Page 1
130910.0,Proprietary B - Page 1
130911.0,Proprietary B - Page 1
130912.0,Proprietary B - Page 1
130913.0,Proprietary B - Page 1
130914.0,Proprietary B - Page 1
130915.0,Proprietary B - Page 1
130916.0,Proprietary B - Page 1
130917.0,Proprietary B - Page 1
130918.0,Proprietary B - Page 1
130919.0,Proprietary B - Page 1
130920.0,Proprietary B - Page 1
130921.0,Proprietary B - Page 1
130922.0,Proprietary B - Page 1
130923.0,Proprietary B - Page 1
130924.0,Proprietary B - Page 1
130925.0,Proprietary B - Page 1
130926.0,Proprietary B - Page 1
130927.0,Proprietary B - Page 1
130928.0,Proprietary B - Page 1
130929.0,Proprietary B - Page 1
130930.0,Proprietary B - Page 1
130931.0,Proprietary B - Page 1
130932.0,Proprietary B - Page 1
130933.0,Proprietary B - Page 1
130934.0,Proprietary B - Page 1
130935.0,Proprietary B - Page 1
130936.0,Proprietary B - Page 1
130937.0,Proprietary B - Page 1
130938.0,Proprietary B - Page 1
130939.0,Proprietary B - Page 1
130940.0,Proprietary B - Page 1
130941.0,Proprietary B - Page 1
130942.0,Proprietary B - Page 1
130943.0,Proprietary B - Page 1
130944.0,Proprietary B - Page 1
130945.0,Proprietary B - Page 1
130946.0,Proprietary B - Page 1
130947.0,Proprietary B - Page 1
130948.0,Proprietary B - Page 1
130949.0,Proprietary B - Page 1
130950.0,Proprietary B - Page 1
130951.0,Proprietary B - Page 1
130952.0,Proprietary B - Page 1
130953.0,Proprietary B - Page 1
130954.0,Proprietary B - Page 1
130955.0,Proprietary B - Page 1
130956.0,Proprietary B - Page 1
130957.0,Proprietary B - Page 1
130958.0,Proprietary B - Page 1
130959.0,Proprietary B - Page 1
130960.0,Proprietary B - Page 1
130961.0,Proprietary B - Page 1
130962.0,Proprietary B - Page 1
130963.0,Proprietary B - Page 1
130964.0,Proprietary B - Page 1
130965.0,Proprietary B - Page 1
130966.0,Proprietary B - Page 1
130967.0,Proprietary B - Page 1
130968.0,Proprietary B - Page 1
130969.0,Proprietary B - Page 1
130970.0,Proprietary B - Page 1
130971.0,Proprietary B - Page 1
130972.0,Proprietary B - Page 1
130973.0,Proprietary B - Page 1
130974.0,Proprietary B - Page 1
130975.0,Proprietary B - Page 1
130976.0,Proprietary B - Page 1
130977.0,Proprietary B - Page 1
130978.0,Proprietary B - Page 1
130979.0,Proprietary B - Page 1
130980.0,Proprietary B - Page 1
130981.0,Proprietary B - Page 1
130982.0,Proprietary B - Page 1
130983.0,Proprietary B - Page 1
130984.0,Proprietary B - Page 1
130985.0,Proprietary B - Page 1
130986.0,Proprietary B - Page 1
130987.0,Proprietary B - Page 1
130988.0,Proprietary B - Page 1
130989.0,Proprietary B - Page 1
130990.0,Proprietary B - Page 1
130991.0,Proprietary B - Page 1
130992.0,Proprietary B - Page 1
130993.0,Proprietary B - Page 1
130994.0,Proprietary B - Page 1
130995.0,Proprietary B - Page 1
130996.0,Proprietary B - Page 1
130997.0,Proprietary B - Page 1
130998.0,Proprietary B - Page 1
130999.0,Proprietary B - Page 1
131000.0,Proprietary B - Page 1
131001.0,Proprietary B - Page 1
131002.0,Proprietary B - Page 1
131003.0,Proprietary B - Page 1
131004.0,Proprietary B - Page 1
131005.0,Proprietary B - Page 1
131006.0,Proprietary B - Page 1
131007.0,Proprietary B - Page 1
131008.0,Proprietary B - Page 1
131009.0,Proprietary B - Page 1
131010.0,Proprietary B - Page 1
131011.0,Proprietary B - Page 1
131012.0,Proprietary B - Page 1
131013.0,Proprietary B - Page 1
131014.0,Proprietary B - Page 1
131015.0,Proprietary B - Page 1
131016.0,Proprietary B - Page 1
131017.0,Proprietary B - Page 1
131018.0,Proprietary B - Page 1
131019.0,Proprietary B - Page 1
131020.0,Proprietary B - Page 1
131021.0,Proprietary B - Page 1
131022.0,Proprietary B - Page 1
131023.0,Proprietary B - Page 1
131024.0,Proprietary B - Page 1
131025.0,Proprietary B - Page 1
131026.0,Proprietary B - Page 1
131027.0,Proprietary B - Page 1
131028.0,Proprietary B - Page 1
131029.0,Proprietary B - Page 1
131030.0,Proprietary B - Page 1
131031.0,Proprietary B - Page 1
131032.0,Proprietary B - Page 1
131033.0,Proprietary B - Page 1
131034.0,Proprietary B - Page 1
131035.0,Proprietary B - Page 1
131036.0,Proprietary B - Page 1
131037.0,Proprietary B - Page 1
131038.0,Proprietary B - Page 1
131039.0,Proprietary B - Page 1
131040.0,Proprietary B - Page 1
131041.0,Proprietary B - Page 1
131042.0,Proprietary B - Page 1
131043.0,Proprietary B - Page 1
131044.0,Proprietary B - Page 1
131045.0,Proprietary B - Page 1
131046.0,Proprietary B - Page 1
131047.0,Proprietary B - Page 1
131048.0,Proprietary B - Page 1
131049.0,Proprietary B - Page 1
131050.0,Proprietary B - Page 1
131051.0,Proprietary B - Page 1
131052.0,Proprietary B - Page 1
131053.0,Proprietary B - Page 1
131054.0,Proprietary B - Page 1
131055.0,Proprietary B - Page 1
131056.0,Proprietary B - Page 1
131057.0,Proprietary B - Page 1
131058.0,Proprietary B - Page 1
131059.0,Proprietary B - Page 1
131060.0,Proprietary B - Page 1
131061.0,Proprietary B - Page 1
131062.0,Proprietary B - Page 1
131063.0,Proprietary B - Page 1
131064.0,Proprietary B - Page 1
131065.0,Proprietary B - Page 1
131066.0,Proprietary B - Page 1
131067.0,Proprietary B - Page 1
131068.0,Proprietary B - Page 1
131069.0,Proprietary B - Page 1
131070.0,Proprietary B - Page 1
131071.0,Proprietary B - Page 1 (last entry)
